amfi_code,date,nav
100001,2023-03-10,210.5779
100001,2023-03-11,212.1913
100001,2023-03-12,211.9607
100001,2023-03-13,211.618
100001,2023-03-14,211.7631
100001,2023-03-15,209.8022
100001,2023-03-16,211.2952
100001,2023-03-17,214.8561
100001,2023-03-18,208.8967
100001,2023-03-19,207.7779
100001,2023-03-20,204.8254
100001,2023-03-21,203.0796
100001,2023-03-22,207.1582
100001,2023-03-23,210.9628
100001,2023-03-24,213.5668
100001,2023-03-25,218.2767
100001,2023-03-26,213.6233
100001,2023-03-27,210.2195
100001,2023-03-28,207.8943
100001,2023-03-29,205.5821
100001,2023-03-30,207.3777
100001,2023-03-31,209.2744
100001,2023-04-01,205.4393
100001,2023-04-02,204.2251
100001,2023-04-03,203.3687
100001,2023-04-04,204.8555
100001,2023-04-05,203.2511
100001,2023-04-06,206.3346
100001,2023-04-07,203.1843
100001,2023-04-08,203.582
100001,2023-04-09,202.7039
100001,2023-04-10,207.8991
100001,2023-04-11,208.5769
100001,2023-04-12,206.8589
100001,2023-04-13,207.8908
100001,2023-04-14,206.6739
100001,2023-04-15,209.0564
100001,2023-04-16,210.5457
100001,2023-04-17,215.2151
100001,2023-04-18,210.3142
100001,2023-04-19,212.0958
100001,2023-04-20,210.7258
100001,2023-04-21,213.7171
100001,2023-04-22,212.5514
100001,2023-04-23,214.3041
100001,2023-04-24,212.8897
100001,2023-04-25,214.9388
100001,2023-04-26,214.0761
100001,2023-04-27,215.6405
100001,2023-04-28,212.6986
100001,2023-04-29,211.0932
100001,2023-04-30,210.722
100001,2023-05-01,212.4896
100001,2023-05-02,213.4659
100001,2023-05-03,213.2513
100001,2023-05-04,215.9957
100001,2023-05-05,212.7493
100001,2023-05-06,208.2417
100001,2023-05-07,207.3478
100001,2023-05-08,208.0715
100001,2023-05-09,204.0705
100001,2023-05-10,202.022
100001,2023-05-11,201.4821
100001,2023-05-12,198.6784
100001,2023-05-13,196.3193
100001,2023-05-14,194.5805
100001,2023-05-15,190.679
100001,2023-05-16,188.7888
100001,2023-05-17,189.5177
100001,2023-05-18,189.823
100001,2023-05-19,186.7435
100001,2023-05-20,185.5436
100001,2023-05-21,183.9734
100001,2023-05-22,187.0512
100001,2023-05-23,186.7464
100001,2023-05-24,187.1522
100001,2023-05-25,189.1599
100001,2023-05-26,191.0261
100001,2023-05-27,194.7205
100001,2023-05-28,194.5447
100001,2023-05-29,197.306
100001,2023-05-30,198.1069
100001,2023-05-31,199.2435
100001,2023-06-01,198.3338
100001,2023-06-02,202.126
100001,2023-06-03,204.2684
100001,2023-06-04,203.6998
100001,2023-06-05,204.2663
100001,2023-06-06,204.955
100001,2023-06-07,207.7764
100001,2023-06-08,212.803
100001,2023-06-09,213.9715
100001,2023-06-10,210.638
100001,2023-06-11,213.8321
100001,2023-06-12,213.1122
100001,2023-06-13,214.2852
100001,2023-06-14,218.3146
100001,2023-06-15,213.7608
100001,2023-06-16,212.5795
100001,2023-06-17,209.9748
100001,2023-06-18,212.1866
100001,2023-06-19,211.0275
100001,2023-06-20,209.2941
100001,2023-06-21,208.5502
100001,2023-06-22,211.9867
100001,2023-06-23,210.2733
100001,2023-06-24,212.805
100001,2023-06-25,215.9039
100001,2023-06-26,217.1027
100001,2023-06-27,216.0212
100001,2023-06-28,216.5808
100001,2023-06-29,214.0001
100001,2023-06-30,216.2849
100001,2023-07-01,213.2276
100001,2023-07-02,211.8995
100001,2023-07-03,205.6313
100001,2023-07-04,209.0571
100001,2023-07-05,212.293
100001,2023-07-06,213.1328
100001,2023-07-07,214.5667
100001,2023-07-08,213.3967
100001,2023-07-09,217.0472
100001,2023-07-10,216.8997
100001,2023-07-11,217.2828
100001,2023-07-12,215.3388
100001,2023-07-13,215.6236
100001,2023-07-14,215.3762
100001,2023-07-15,220.3887
100001,2023-07-16,218.5563
100001,2023-07-17,221.1701
100001,2023-07-18,217.0532
100001,2023-07-19,224.2911
100001,2023-07-20,224.3983
100001,2023-07-21,219.7048
100001,2023-07-22,220.2932
100001,2023-07-23,221.8507
100001,2023-07-24,222.9225
100001,2023-07-25,223.5926
100001,2023-07-26,228.1409
100001,2023-07-27,229.6337
100001,2023-07-28,224.9351
100001,2023-07-29,225.4236
100001,2023-07-30,225.6636
100001,2023-07-31,227.2019
100001,2023-08-01,229.346
100001,2023-08-02,229.3928
100001,2023-08-03,229.193
100001,2023-08-04,232.6739
100001,2023-08-05,234.9017
100001,2023-08-06,238.6195
100001,2023-08-07,237.6749
100001,2023-08-08,234.3641
100001,2023-08-09,236.4471
100001,2023-08-10,242.675
100001,2023-08-11,244.4791
100001,2023-08-12,244.5951
100001,2023-08-13,245.2676
100001,2023-08-14,248.8427
100001,2023-08-15,249.0635
100001,2023-08-16,245.7648
100001,2023-08-17,244.852
100001,2023-08-18,248.4902
100001,2023-08-19,249.2715
100001,2023-08-20,241.1567
100001,2023-08-21,241.5408
100001,2023-08-22,243.4698
100001,2023-08-23,244.4172
100001,2023-08-24,251.2552
100001,2023-08-25,254.0221
100001,2023-08-26,254.3453
100001,2023-08-27,253.0185
100001,2023-08-28,256.5465
100001,2023-08-29,254.8543
100001,2023-08-30,250.0395
100001,2023-08-31,247.4704
100001,2023-09-01,248.6912
100001,2023-09-02,246.9602
100001,2023-09-03,250.6189
100001,2023-09-04,254.8203
100001,2023-09-05,257.2913
100001,2023-09-06,257.0909
100001,2023-09-07,252.3046
100001,2023-09-08,248.2243
100001,2023-09-09,244.1261
100001,2023-09-10,244.9064
100001,2023-09-11,242.77
100001,2023-09-12,241.1531
100001,2023-09-13,244.4972
100001,2023-09-14,244.7345
100001,2023-09-15,246.0895
100001,2023-09-16,247.9958
100001,2023-09-17,252.1911
100001,2023-09-18,248.7658
100001,2023-09-19,247.3996
100001,2023-09-20,245.1438
100001,2023-09-21,249.1626
100001,2023-09-22,246.7684
100001,2023-09-23,248.8784
100001,2023-09-24,247.6816
100001,2023-09-25,240.7765
100001,2023-09-26,239.2395
100001,2023-09-27,240.9986
100001,2023-09-28,243.5909
100001,2023-09-29,245.6386
100001,2023-09-30,247.2243
100001,2023-10-01,246.9274
100001,2023-10-02,245.2128
100001,2023-10-03,247.6521
100001,2023-10-04,247.8157
100001,2023-10-05,249.612
100001,2023-10-06,251.5142
100001,2023-10-07,248.4721
100001,2023-10-08,251.4696
100001,2023-10-09,252.265
100001,2023-10-10,252.2631
100001,2023-10-11,246.6098
100001,2023-10-12,242.9176
100001,2023-10-13,245.0729
100001,2023-10-14,244.0527
100001,2023-10-15,242.7235
100001,2023-10-16,238.0287
100001,2023-10-17,239.4162
100001,2023-10-18,239.6787
100001,2023-10-19,236.9682
100001,2023-10-20,235.7259
100001,2023-10-21,229.9198
100001,2023-10-22,230.3606
100001,2023-10-23,229.536
100001,2023-10-24,228.674
100001,2023-10-25,227.3212
100001,2023-10-26,226.5069
100001,2023-10-27,231.3888
100001,2023-10-28,232.6319
100001,2023-10-29,229.9644
100001,2023-10-30,230.21
100001,2023-10-31,229.1882
100001,2023-11-01,231.895
100001,2023-11-02,231.3074
100001,2023-11-03,227.5563
100001,2023-11-04,223.579
100001,2023-11-05,223.4874
100001,2023-11-06,225.1867
100001,2023-11-07,224.7487
100001,2023-11-08,232.286
100001,2023-11-09,239.1781
100001,2023-11-10,239.1262
100001,2023-11-11,237.2709
100001,2023-11-12,238.7657
100001,2023-11-13,235.745
100001,2023-11-14,236.4109
100001,2023-11-15,240.1636
100001,2023-11-16,242.7192
100001,2023-11-17,240.7437
100001,2023-11-18,240.3641
100001,2023-11-19,239.8014
100001,2023-11-20,236.2328
100001,2023-11-21,241.9163
100001,2023-11-22,243.1022
100001,2023-11-23,241.6946
100001,2023-11-24,242.2726
100001,2023-11-25,243.5362
100001,2023-11-26,239.4361
100001,2023-11-27,238.9939
100001,2023-11-28,243.1298
100001,2023-11-29,240.1832
100001,2023-11-30,243.3442
100001,2023-12-01,243.1845
100001,2023-12-02,242.4333
100001,2023-12-03,245.3345
100001,2023-12-04,244.0436
100001,2023-12-05,250.3989
100001,2023-12-06,251.274
100001,2023-12-07,252.1418
100001,2023-12-08,253.3676
100001,2023-12-09,251.9039
100001,2023-12-10,251.3883
100001,2023-12-11,254.9613
100001,2023-12-12,254.1452
100001,2023-12-13,251.844
100001,2023-12-14,249.4464
100001,2023-12-15,250.5324
100001,2023-12-16,249.447
100001,2023-12-17,243.4762
100001,2023-12-18,241.5317
100001,2023-12-19,236.1159
100001,2023-12-20,239.1839
100001,2023-12-21,235.9602
100001,2023-12-22,233.1953
100001,2023-12-23,233.6287
100001,2023-12-24,231.8231
100001,2023-12-25,230.3924
100001,2023-12-26,230.737
100001,2023-12-27,229.8431
100001,2023-12-28,230.7982
100001,2023-12-29,230.3725
100001,2023-12-30,232.83
100001,2023-12-31,232.726
100001,2024-01-01,228.8079
100001,2024-01-02,231.7245
100001,2024-01-03,235.004
100001,2024-01-04,232.4264
100001,2024-01-05,233.5614
100001,2024-01-06,234.7552
100001,2024-01-07,233.9689
100001,2024-01-08,232.6805
100001,2024-01-09,232.7989
100001,2024-01-10,234.0139
100001,2024-01-11,238.5076
100001,2024-01-12,238.3459
100001,2024-01-13,241.8378
100001,2024-01-14,237.657
100001,2024-01-15,233.9063
100001,2024-01-16,233.3791
100001,2024-01-17,232.1295
100001,2024-01-18,234.1813
100001,2024-01-19,233.207
100001,2024-01-20,231.8133
100001,2024-01-21,225.9082
100001,2024-01-22,228.1182
100001,2024-01-23,224.9151
100001,2024-01-24,223.7773
100001,2024-01-25,221.5148
100001,2024-01-26,218.4589
100001,2024-01-27,215.9865
100001,2024-01-28,216.1492
100001,2024-01-29,215.5715
100001,2024-01-30,213.1755
100001,2024-01-31,211.7511
100001,2024-02-01,213.9737
100001,2024-02-02,211.0414
100001,2024-02-03,209.3177
100001,2024-02-04,207.2937
100001,2024-02-05,206.9169
100001,2024-02-06,209.1323
100001,2024-02-07,209.5024
100001,2024-02-08,210.623
100001,2024-02-09,207.0022
100001,2024-02-10,208.0132
100001,2024-02-11,207.2114
100001,2024-02-12,203.8799
100001,2024-02-13,204.7326
100001,2024-02-14,207.0239
100001,2024-02-15,207.2738
100001,2024-02-16,207.7174
100001,2024-02-17,204.5078
100001,2024-02-18,206.6052
100001,2024-02-19,206.2876
100001,2024-02-20,207.0668
100001,2024-02-21,205.6721
100001,2024-02-22,204.7074
100001,2024-02-23,205.6765
100001,2024-02-24,206.6091
100001,2024-02-25,201.9702
100001,2024-02-26,202.763
100001,2024-02-27,203.8204
100001,2024-02-28,203.1804
100001,2024-02-29,203.4178
100001,2024-03-01,205.3974
100001,2024-03-02,205.0919
100001,2024-03-03,208.4537
100001,2024-03-04,206.4495
100001,2024-03-05,208.3113
100001,2024-03-06,209.1057
100001,2024-03-07,209.2296
100001,2024-03-08,214.5335
100001,2024-03-09,213.8722
100001,2024-03-10,211.3199
100001,2024-03-11,211.2118
100001,2024-03-12,211.5559
100001,2024-03-13,213.0923
100001,2024-03-14,214.8995
100001,2024-03-15,210.3327
100001,2024-03-16,208.7477
100001,2024-03-17,213.5006
100001,2024-03-18,209.6603
100001,2024-03-19,212.1804
100001,2024-03-20,211.5724
100001,2024-03-21,209.7812
100001,2024-03-22,208.6928
100001,2024-03-23,207.8766
100001,2024-03-24,210.396
100001,2024-03-25,209.9144
100001,2024-03-26,210.2644
100001,2024-03-27,207.7891
100001,2024-03-28,203.9626
100001,2024-03-29,207.4517
100001,2024-03-30,209.9861
100001,2024-03-31,210.7515
100001,2024-04-01,210.698
100001,2024-04-02,210.1425
100001,2024-04-03,210.3381
100001,2024-04-04,212.9622
100001,2024-04-05,210.989
100001,2024-04-06,206.1339
100001,2024-04-07,204.6002
100001,2024-04-08,204.947
100001,2024-04-09,205.1656
100001,2024-04-10,203.7112
100001,2024-04-11,206.2899
100001,2024-04-12,209.4706
100001,2024-04-13,209.6445
100001,2024-04-14,211.6618
100001,2024-04-15,208.4623
100001,2024-04-16,208.0026
100001,2024-04-17,205.8191
100001,2024-04-18,207.8763
100001,2024-04-19,206.2876
100001,2024-04-20,203.0375
100001,2024-04-21,201.1939
100001,2024-04-22,198.8296
100001,2024-04-23,198.5299
100001,2024-04-24,199.8978
100001,2024-04-25,202.6594
100001,2024-04-26,203.1485
100001,2024-04-27,204.3597
100001,2024-04-28,202.4949
100001,2024-04-29,197.7241
100001,2024-04-30,199.0311
100001,2024-05-01,201.5727
100001,2024-05-02,199.7703
100001,2024-05-03,197.6909
100001,2024-05-04,197.6148
100001,2024-05-05,192.6758
100001,2024-05-06,192.6406
100001,2024-05-07,196.5416
100001,2024-05-08,195.3554
100001,2024-05-09,198.4571
100001,2024-05-10,200.6646
100001,2024-05-11,197.3325
100001,2024-05-12,199.8831
100001,2024-05-13,202.7044
100001,2024-05-14,202.0917
100001,2024-05-15,199.4522
100001,2024-05-16,200.2435
100001,2024-05-17,197.2548
100001,2024-05-18,201.123
100001,2024-05-19,195.6474
100001,2024-05-20,194.6856
100001,2024-05-21,192.6931
100001,2024-05-22,187.8769
100001,2024-05-23,184.0651
100001,2024-05-24,186.428
100001,2024-05-25,188.6375
100001,2024-05-26,186.8095
100001,2024-05-27,189.5458
100001,2024-05-28,187.8214
100001,2024-05-29,187.1004
100001,2024-05-30,190.9288
100001,2024-05-31,192.9791
100001,2024-06-01,194.2112
100001,2024-06-02,194.2944
100001,2024-06-03,193.7114
100001,2024-06-04,190.6999
100001,2024-06-05,190.6282
100001,2024-06-06,190.9358
100001,2024-06-07,193.3426
100001,2024-06-08,192.0598
100001,2024-06-09,192.6354
100001,2024-06-10,192.9271
100001,2024-06-11,187.1241
100001,2024-06-12,186.085
100001,2024-06-13,189.2848
100001,2024-06-14,190.2159
100001,2024-06-15,190.3793
100001,2024-06-16,191.9659
100001,2024-06-17,192.3819
100001,2024-06-18,194.9262
100001,2024-06-19,196.5243
100001,2024-06-20,198.6026
100001,2024-06-21,197.9441
100001,2024-06-22,196.2624
100001,2024-06-23,194.3778
100001,2024-06-24,192.4488
100001,2024-06-25,194.5216
100001,2024-06-26,196.2627
100001,2024-06-27,196.2896
100001,2024-06-28,196.8655
100001,2024-06-29,194.6374
100001,2024-06-30,193.744
100001,2024-07-01,190.8029
100001,2024-07-02,195.168
100001,2024-07-03,195.5752
100001,2024-07-04,200.7498
100001,2024-07-05,202.2156
100001,2024-07-06,204.0503
100001,2024-07-07,204.9038
100001,2024-07-08,203.761
100001,2024-07-09,201.9545
100001,2024-07-10,207.9991
100001,2024-07-11,207.3473
100001,2024-07-12,202.8341
100001,2024-07-13,202.6409
100001,2024-07-14,204.4576
100001,2024-07-15,206.8831
100001,2024-07-16,210.2062
100001,2024-07-17,206.7257
100001,2024-07-18,207.5979
100001,2024-07-19,208.9351
100001,2024-07-20,207.1719
100001,2024-07-21,209.5002
100001,2024-07-22,206.0167
100001,2024-07-23,205.7356
100001,2024-07-24,207.0759
100001,2024-07-25,209.4603
